order_id,business_id,dasher_id,order_timestamp,order_date,order_month,order_year,order_hour,order_day_of_week,estimated_delivery_min,actual_delivery_min,delivery_delta_min,is_on_time,order_total_usd,delivery_fee_usd,order_status,_is_synthetic
88a6201a-9d97-486c-9120-cd7625604d21,5d846ec2-9a70-4311-9a25-6cc976593af0,DASHER_04460,2024-06-21 17:01:00,2024-06-21,2024-06-01,2024,17,Friday,41,32.0,-9.0,True,41.1,6.91,delivered,True
5f144ccb-391d-47e4-a5de-9c35074922b9,9a199a88-12da-418a-87c5-772e1c617853,DASHER_02364,2024-12-10 16:18:00,2024-12-10,2024-12-01,2024,16,Tuesday,36,33.0,-3.0,True,9.48,3.1,delivered,True
948e0169-5dd8-40b8-9e43-f68e1dd4fdda,dd754afa-4305-4930-afba-9ff5469328c0,DASHER_00904,2024-03-11 21:11:00,2024-03-11,2024-03-01,2024,21,Monday,17,10.0,-8.0,True,28.87,1.49,delivered,True
9efdd385-e69e-44f4-bec1-73b213d56bf9,c54d8773-aec7-4f96-ad63-709ce558fe44,DASHER_01520,2024-07-25 14:06:00,2024-07-25,2024-07-01,2024,14,Thursday,33,27.0,-6.0,True,25.46,5.2,delivered,True
c4bcc033-3281-4cff-a8ae-bac5a57be738,7634650c-d7d5-4b95-8bf9-6214c323c454,DASHER_02050,2024-12-25 19:13:00,2024-12-25,2024-12-01,2024,19,Wednesday,40,49.0,9.0,False,18.38,3.71,delivered,True
9d98fc02-1417-4cb6-a173-f2a6ebd107f7,fb1b05aa-5b04-4b70-908e-ee87d07e747b,DASHER_01773,2024-02-12 17:36:00,2024-02-12,2024-02-01,2024,17,Monday,27,36.0,9.0,False,14.73,7.72,delivered,True
93afa8db-42ee-4ba0-8254-a2c2cdd34fbe,8dda6319-c735-4752-9f77-be9c84b6a818,DASHER_03289,2022-01-07 02:34:00,2022-01-07,2022-01-01,2022,2,Friday,42,45.0,3.0,True,50.83,6.09,delivered,True
31f9e206-9be2-4554-a023-c3c468555471,df8e3f4b-ccbb-4029-9290-79d1590ce1c7,DASHER_04864,2022-06-11 20:36:00,2022-06-11,2022-06-01,2022,20,Saturday,48,45.0,-3.0,True,44.79,4.37,delivered,True
4d9bafa1-c6ed-441e-ba1e-5697e33550ef,ea3d7242-1e0a-42cd-9ea2-53ade29d6b4e,DASHER_03089,2022-04-29 14:38:00,2022-04-29,2022-04-01,2022,14,Friday,42,42.0,0.0,True,33.9,6.19,delivered,True
a550ba05-e57d-4e52-8952-a764e1a7dc8f,5f3ba672-bb5c-47f6-a06a-6aee121dc288,DASHER_03930,2022-10-25 18:05:00,2022-10-25,2022-10-01,2022,18,Tuesday,30,29.0,-1.0,True,35.48,1.6,delivered,True
b6fe5954-6cf2-481b-b32e-4e39bf945612,97b58304-f5c8-433a-b451-208b7b756c15,DASHER_03935,2022-08-22 15:37:00,2022-08-22,2022-08-01,2022,15,Monday,38,42.0,4.0,True,8.0,3.33,delivered,True
e7e1a835-88cd-408a-85fd-6d0672805be5,fc43590c-3a48-4750-a11b-f806ef228efa,DASHER_04723,2024-07-06 17:46:00,2024-07-06,2024-07-01,2024,17,Saturday,38,20.0,-18.0,True,16.34,5.29,delivered,True
965c7aae-ce76-468b-a5db-4da4cafbe882,f5af287b-b3f0-46ef-ab9a-11ef025dea2d,DASHER_04475,2022-04-27 12:59:00,2022-04-27,2022-04-01,2022,12,Wednesday,35,38.0,3.0,True,23.26,6.97,delivered,True
a430cb50-3f7b-4d14-9c39-ef89ffca5149,23eb233c-bbb7-41ce-9834-a5cefdc4017a,DASHER_00835,2023-11-19 23:22:00,2023-11-19,2023-11-01,2023,23,Sunday,31,31.0,0.0,True,60.09,1.06,delivered,True
08deafe8-b003-41cc-9ddc-e71b5ed5e241,212ba355-b6c2-48ec-b51e-1b798742febd,DASHER_03329,2022-06-07 16:40:00,2022-06-07,2022-06-01,2022,16,Tuesday,34,41.0,7.0,False,8.0,7.02,delivered,True
273625f0-6764-40cc-8d78-04674eeec9e4,e2f805ca-ad75-4494-b972-a736717a283f,DASHER_03002,2022-07-13 23:12:00,2022-07-13,2022-07-01,2022,23,Wednesday,37,31.0,-6.0,True,36.64,2.24,delivered,True
9023d8c0-b972-48b2-8f56-c127ea80f4d1,e89c952e-f53a-4a95-8d06-81a38fcefb4a,DASHER_04154,2024-04-28 07:38:00,2024-04-28,2024-04-01,2024,7,Sunday,27,23.0,-4.0,True,43.01,1.49,delivered,True
57a6317d-fb5c-47f0-b381-460f244c4954,1558d8da-7fba-42eb-9a69-33ad42177f23,DASHER_03210,2023-03-09 17:44:00,2023-03-09,2023-03-01,2023,17,Thursday,32,16.0,-16.0,True,8.0,5.87,delivered,True
9d5959fa-a646-4821-8b68-6650c7388bfa,05866ac1-635d-4636-8682-5b28b5aedc85,DASHER_02851,2022-08-22 20:41:00,2022-08-22,2022-08-01,2022,20,Monday,31,37.0,6.0,False,12.69,2.31,delivered,True
71226af1-7639-4186-86fa-89897fd9111b,03bb8bbf-0ed2-432f-b214-d7083aa3d159,DASHER_01983,2022-12-18 08:14:00,2022-12-18,2022-12-01,2022,8,Sunday,38,21.0,-17.0,True,46.83,4.68,delivered,True
c1dc8f82-ea2e-4592-a6a7-b5c52610b62e,f9fb31b0-68aa-46e7-8742-e1a42b9f7cb8,DASHER_01987,2023-07-03 18:48:00,2023-07-03,2023-07-01,2023,18,Monday,40,45.0,5.0,True,17.94,4.32,delivered,True
951f270b-0841-4d29-a3cd-e39692957a0e,a4f6958c-7211-4240-a935-fa36c3ecac38,DASHER_02799,2022-12-01 18:47:00,2022-12-01,2022-12-01,2022,18,Thursday,32,45.0,13.0,False,17.47,6.73,delivered,True
2a0fb70b-862f-468c-b9af-7c5486d4fde3,c706b769-e9ea-443d-8435-ab9f3d4eed5a,DASHER_02281,2023-04-26 19:58:00,2023-04-26,2023-04-01,2023,19,Wednesday,18,10.0,-17.0,True,15.49,7.98,delivered,True
c2651ffc-ee16-4b3a-9d95-62493aa75ee4,97ea5a3c-ece4-4e94-b2d0-35165768e901,DASHER_00867,2023-03-23 18:09:00,2023-03-23,2023-03-01,2023,18,Thursday,39,47.0,8.0,False,17.44,6.83,delivered,True
bc582681-dd9e-40f3-b206-6dc980ade2f0,ad721e79-2536-4bd0-864b-ed435d81c8b7,DASHER_02081,2023-01-13 12:56:00,2023-01-13,2023-01-01,2023,12,Friday,37,49.0,12.0,False,13.86,6.81,delivered,True
ea877276-c777-4e6c-8c85-975daad4508b,327ace53-d67d-4447-a058-fca86dead6b8,DASHER_01539,2024-05-12 21:57:00,2024-05-12,2024-05-01,2024,21,Sunday,48,40.0,-8.0,True,25.07,5.86,delivered,True
daa807ed-fc7a-406b-b2b1-bf647fc66dfd,12f16d9a-5a6a-4fd5-b81a-4e7f8651d940,DASHER_04545,2024-03-20 10:38:00,2024-03-20,2024-03-01,2024,10,Wednesday,36,36.0,0.0,True,40.07,2.75,delivered,True
d0e1ccce-fa8a-453d-9c8c-ff22c4961adb,e67626b2-2e08-4269-964d-83b426828f84,DASHER_03852,2023-04-24 07:24:00,2023-04-24,2023-04-01,2023,7,Monday,35,38.0,3.0,True,13.62,6.15,delivered,True
34b332af-f8d3-4b95-b91e-525f20c06d63,8e7e3077-a2f9-4fb5-8ad6-309d993d9fcd,DASHER_04410,2022-04-05 19:27:00,2022-04-05,2022-04-01,2022,19,Tuesday,29,26.0,-3.0,True,16.42,4.24,delivered,True
b0d7e4c1-af52-4c17-a0db-48cb1d08c440,c4aa683a-a827-4485-950d-10854a337f42,DASHER_00881,2023-07-23 22:02:00,2023-07-23,2023-07-01,2023,22,Sunday,22,15.0,-7.0,True,8.0,7.23,delivered,True
a5d0dc49-3755-486f-af33-25b0421f2f6c,c9cd86f1-6d76-4f14-929f-78c489141c64,DASHER_01689,2023-11-05 19:48:00,2023-11-05,2023-11-01,2023,19,Sunday,37,48.0,11.0,False,21.47,2.5,delivered,True
b2177516-54d5-4dcd-9f5c-891a9d657859,ee63b244-3380-4f3e-8863-a14b28f3db4e,DASHER_01854,2024-08-21 09:27:00,2024-08-21,2024-08-01,2024,9,Wednesday,26,29.0,3.0,True,17.55,5.93,delivered,True
58879c01-8788-481c-b294-9c9a77a4718e,4ab70675-b98a-4de7-9964-847d9dd3d37c,DASHER_00770,2023-01-05 12:41:00,2023-01-05,2023-01-01,2023,12,Thursday,15,18.0,3.0,True,36.59,5.81,delivered,True
cd0ae5c4-3d4a-45d3-b62d-8a1ca67809b2,530b77de-d14e-49e0-88cf-46f88cc81b83,DASHER_02012,2024-12-11 21:53:00,2024-12-11,2024-12-01,2024,21,Wednesday,32,11.0,-21.0,True,32.87,3.18,delivered,True
562b72f6-7f24-4c56-a498-b0324592308b,b83768f6-15a1-4848-bc82-9b98bfc748c2,DASHER_02429,2022-01-30 07:34:00,2022-01-30,2022-01-01,2022,7,Sunday,40,57.0,17.0,False,44.08,6.32,delivered,True
ae76a5fb-e0e2-4b11-81c8-d3184d6c7d07,bc569aa2-3009-42f1-8dee-987680d3ca33,DASHER_03013,2023-07-09 09:42:00,2023-07-09,2023-07-01,2023,9,Sunday,47,50.0,3.0,True,48.81,4.06,delivered,True
0121b5c4-3e16-42ea-9df4-570bda254a2f,0170cbd9-ecf2-4ebc-b91b-f0fc4f9389d1,DASHER_02755,2023-12-20 19:05:00,2023-12-20,2023-12-01,2023,19,Wednesday,35,49.0,14.0,False,45.03,3.91,delivered,True
b26304e8-e9a8-462a-bac2-66c373fe657d,fbc3744c-57fe-4f65-891e-ad5724238208,DASHER_04416,2023-07-16 00:51:00,2023-07-16,2023-07-01,2023,0,Sunday,31,29.0,-2.0,True,24.49,2.34,delivered,True
9e43db56-a3bb-4a8a-9611-cb385d0cac06,3e11acff-1e98-4497-91eb-ebf47266d18c,DASHER_00457,2022-03-21 12:53:00,2022-03-21,2022-03-01,2022,12,Monday,32,26.0,-6.0,True,18.93,4.55,delivered,True
ad78b0d8-4c75-436c-977f-308075a54009,b4df87c7-7d74-47e5-9b26-ed0dfcbba978,DASHER_01635,2023-01-02 14:04:00,2023-01-02,2023-01-01,2023,14,Monday,27,10.0,-19.0,True,23.02,2.86,delivered,True
76774950-a849-48ae-98cd-7a0f55a24d47,bd7f3331-00ab-4876-9f44-67a258eff00b,DASHER_03468,2022-12-26 03:11:00,2022-12-26,2022-12-01,2022,3,Monday,41,41.0,0.0,True,43.2,5.19,delivered,True
8563445a-f7ff-4b0f-bc06-f264adbb3229,438ab3c1-c8ca-4eb9-91f8-cde2979b042c,DASHER_00535,2022-12-10 17:14:00,2022-12-10,2022-12-01,2022,17,Saturday,35,46.0,11.0,False,15.26,6.27,delivered,True
6c733949-7a3c-49dd-b3c5-def616f3ed50,91db77b1-0bab-456d-a759-f24b7da60d83,DASHER_01218,2022-02-03 21:50:00,2022-02-03,2022-02-01,2022,21,Thursday,27,29.0,2.0,True,54.96,3.05,delivered,True
6a2270ab-e788-4100-a5ab-15193dbc1180,e4dabff0-cfd1-4584-b208-934f30288626,DASHER_02456,2024-02-15 15:11:00,2024-02-15,2024-02-01,2024,15,Thursday,29,29.0,0.0,True,19.98,2.6,delivered,True
78c0d2e9-db46-4187-bedd-e93029e6cbd7,af893091-5cfa-454b-a7c1-d6e6439b3a07,DASHER_03573,2023-05-03 11:30:00,2023-05-03,2023-05-01,2023,11,Wednesday,26,10.0,-19.0,True,54.22,7.31,delivered,True
1417d483-fea1-4d18-80bd-7b1b5feded7c,303af62e-f957-4b8b-9228-308828fd0474,DASHER_02328,2023-06-06 19:32:00,2023-06-06,2023-06-01,2023,19,Tuesday,21,29.0,8.0,False,28.61,3.68,delivered,True
ea8108d6-3aa8-499b-9b15-6f319dedc1c6,fc43590c-3a48-4750-a11b-f806ef228efa,DASHER_00177,2022-10-01 17:21:00,2022-10-01,2022-10-01,2022,17,Saturday,45,54.0,9.0,False,30.05,5.03,delivered,True
b4bf043f-7186-47fb-b50b-7a808b368809,21263509-3a0b-4795-a346-7ae41cf67974,DASHER_03057,2023-12-13 09:48:00,2023-12-13,2023-12-01,2023,9,Wednesday,41,28.0,-13.0,True,8.0,7.44,delivered,True
27725e13-0286-4457-a05d-d62560e86c44,5534db5e-a98a-4dd3-8cce-0e1afd735ac4,DASHER_02676,2022-01-17 10:27:00,2022-01-17,2022-01-01,2022,10,Monday,24,29.0,5.0,True,9.34,2.46,delivered,True
1826e7b4-9124-496d-91a6-db2399aa4324,0a7f217f-1c94-46f8-bd93-83def3d00a8f,DASHER_04501,2022-07-16 21:30:00,2022-07-16,2022-07-01,2022,21,Saturday,32,34.0,2.0,True,27.09,6.32,delivered,True
725f5d38-f4e0-4493-bad5-fc1e8ed475fa,e67dd971-4c9b-4e57-a087-bb6900673931,DASHER_03292,2023-11-28 11:35:00,2023-11-28,2023-11-01,2023,11,Tuesday,34,21.0,-13.0,True,27.6,5.66,delivered,True
c575960a-dfb8-4a1a-97d7-263970144890,0fa65205-8c5d-4ada-90b9-010a4535388a,DASHER_00134,2024-11-23 22:27:00,2024-11-23,2024-11-01,2024,22,Saturday,25,29.0,4.0,True,22.52,5.89,delivered,True
f5baca98-648b-4215-bc28-d77e588f39f4,53b6348f-0292-456a-8fd3-da701f51a034,DASHER_03607,2022-02-15 21:55:00,2022-02-15,2022-02-01,2022,21,Tuesday,37,46.0,9.0,False,12.81,7.35,delivered,True
927cd9a0-ede9-4478-9587-b848e9954675,c79b6a82-fc7a-4bad-be32-792c778f8055,DASHER_03670,2022-06-15 02:48:00,2022-06-15,2022-06-01,2022,2,Wednesday,37,51.0,14.0,False,40.46,6.79,delivered,True
f889057c-4add-445c-ae14-97ea6530f581,9d11ebd1-c487-4786-b35c-fa54ba280537,DASHER_03460,2024-05-07 15:20:00,2024-05-07,2024-05-01,2024,15,Tuesday,39,49.0,10.0,False,28.5,7.6,delivered,True
4070409d-090a-436c-ac34-77089b1d580a,f4ae295a-a6c7-4d23-a6cf-dce53502b0a5,DASHER_01674,2022-07-16 14:42:00,2022-07-16,2022-07-01,2022,14,Saturday,32,46.0,14.0,False,26.33,7.75,delivered,True
f73754d9-deea-41fd-90c5-e334baee677f,871c656d-cbfa-4c2f-b2b4-8c001a921c89,DASHER_00136,2024-06-09 18:20:00,2024-06-09,2024-06-01,2024,18,Sunday,40,72.0,32.0,False,33.3,5.51,delivered,True
0d74c079-8ba8-4d00-888d-a8f342128a6b,b2a3fb35-8cdf-435b-99a2-6092e4fa4d4b,DASHER_00373,2024-04-17 14:45:00,2024-04-17,2024-04-01,2024,14,Wednesday,17,10.0,-13.0,True,44.07,7.3,delivered,True
8c90d893-6c89-4ff2-8e44-28531a05fe19,a3035b26-42eb-4537-9dd4-d5eb422fb48d,DASHER_02712,2022-12-31 20:27:00,2022-12-31,2022-12-01,2022,20,Saturday,44,64.0,20.0,False,40.89,6.6,delivered,True
f06379eb-36c8-4000-95e1-a904869d2d6c,e2e03bb4-3865-4986-8202-d0e2e96a87d0,DASHER_01971,2022-09-12 12:02:00,2022-09-12,2022-09-01,2022,12,Monday,39,31.0,-8.0,True,8.0,7.98,delivered,True
025560a6-4932-4bab-8adc-f5e30020f8ec,b9b4fd91-f720-4dfa-9af5-1e741277731d,DASHER_00584,2024-05-26 20:48:00,2024-05-26,2024-05-01,2024,20,Sunday,31,15.0,-16.0,True,48.32,5.39,delivered,True
d4ea4e1d-3c24-4cbd-8d72-18137aa5bc9f,9e8cd1db-3511-4b5a-b6c3-2e73785994b8,DASHER_00424,2023-05-26 17:18:00,2023-05-26,2023-05-01,2023,17,Friday,22,14.0,-8.0,True,23.79,4.58,delivered,True
bb0005dc-8410-482f-85b7-ea29344ef460,1d8cea2a-2740-4ffc-a448-fa0114935103,DASHER_03598,2023-03-29 01:53:00,2023-03-29,2023-03-01,2023,1,Wednesday,30,47.0,17.0,False,41.53,4.83,delivered,True
424f31d9-1fed-4224-ae26-2c453d9b2a72,6153cd4a-1c53-4bf8-8ca6-d7f2d5096151,DASHER_02408,2024-02-12 18:05:00,2024-02-12,2024-02-01,2024,18,Monday,45,42.0,-3.0,True,17.42,3.57,delivered,True
6af42d5a-6a7c-432b-8315-021b8ebbf7cf,cf5d9720-d77f-4f2e-b1b2-940fbb7fa1bd,DASHER_02683,2024-09-29 15:33:00,2024-09-29,2024-09-01,2024,15,Sunday,27,18.0,-9.0,True,40.46,3.89,delivered,True
1f438e1a-6a58-411f-9911-c9c1a9537d54,a66d96f1-d8ca-4ee3-ac4d-98c292faa20e,DASHER_04875,2022-04-16 22:47:00,2022-04-16,2022-04-01,2022,22,Saturday,29,33.0,4.0,True,27.58,5.17,delivered,True
93b9347b-42fc-4ab9-9ec3-943c6c129c5b,5004a095-c3c5-4b0f-bfe6-820a44f2ec23,DASHER_03602,2023-05-16 10:34:00,2023-05-16,2023-05-01,2023,10,Tuesday,44,71.0,27.0,False,45.32,5.75,delivered,True
7e5e32b5-c076-454f-a34d-27dff89a217a,d71d0f5f-bf20-4886-ac18-62db004062bf,DASHER_01016,2022-07-01 16:53:00,2022-07-01,2022-07-01,2022,16,Friday,34,31.0,-3.0,True,38.08,7.05,delivered,True
a81f84c6-1dca-4198-98a0-60cfc233033f,895c6667-0fdc-4ea8-861c-daa49ac7ecc6,DASHER_03214,2024-08-02 16:27:00,2024-08-02,2024-08-01,2024,16,Friday,30,35.0,5.0,True,42.22,4.1,delivered,True
4260dec9-23df-406e-9f5e-ea088e86c925,29a898ba-79ec-4602-8961-2a35e921aa23,DASHER_04000,2023-10-04 19:32:00,2023-10-04,2023-10-01,2023,19,Wednesday,21,10.0,-17.0,True,33.09,4.46,delivered,True
d149c2a7-0741-48bd-b9d4-3603ffde01ce,48912f94-667c-4dbc-a3b4-2a97aa167459,DASHER_02738,2024-02-06 18:43:00,2024-02-06,2024-02-01,2024,18,Tuesday,29,27.0,-2.0,True,39.3,1.96,delivered,True
13ea677f-6dc5-470f-b091-0d84648b9532,435ebcce-d017-498f-bf72-6cd1350d218c,DASHER_00225,2023-12-27 21:28:00,2023-12-27,2023-12-01,2023,21,Wednesday,34,13.0,-21.0,True,54.03,4.32,delivered,True
5f236d23-fe6e-49ad-9368-10925cc282b7,145c69c7-29a0-40ee-8d02-95ab6bf46c9e,DASHER_03932,2024-08-11 14:30:00,2024-08-11,2024-08-01,2024,14,Sunday,31,30.0,-1.0,True,40.05,3.94,delivered,True
01d4e351-5085-40f1-b2c7-a02efa4f7b2f,b5ac4a25-3733-440f-962c-a916cb798d32,DASHER_03859,2023-12-28 07:38:00,2023-12-28,2023-12-01,2023,7,Thursday,29,31.0,2.0,True,30.76,2.45,delivered,True
4b0a0817-b4ab-4578-979e-292b370bfb57,c98e2d4e-6ae8-4bd0-92f9-59e7627569b5,DASHER_03350,2022-04-30 20:41:00,2022-04-30,2022-04-01,2022,20,Saturday,23,20.0,-3.0,True,9.39,3.6,delivered,True
87362664-00a9-4ad0-8745-6a3f8b7d192c,62206523-1f84-4d1e-8f16-06671e7729b8,DASHER_04303,2024-01-02 19:09:00,2024-01-02,2024-01-01,2024,19,Tuesday,35,44.0,9.0,False,55.28,5.57,delivered,True
491e1610-430d-46fe-99f7-9627d0fd6efb,0d2de02d-d4b4-41a4-a13f-c9e8d9bf4617,DASHER_03371,2024-05-15 13:21:00,2024-05-15,2024-05-01,2024,13,Wednesday,33,58.0,25.0,False,19.0,4.0,delivered,True
5431f414-734e-4926-acc3-f6d5f5c2d085,e2d6af06-6e6c-4b7b-a265-6c13cd75429f,DASHER_02131,2022-03-07 18:58:00,2022-03-07,2022-03-01,2022,18,Monday,46,36.0,-10.0,True,8.0,4.98,delivered,True
b98f9019-ba18-4258-bd57-038620544815,e4828866-b82f-45c2-80ae-1b9a77bdbc25,DASHER_02962,2022-06-11 06:47:00,2022-06-11,2022-06-01,2022,6,Saturday,38,38.0,0.0,True,41.36,6.76,delivered,True
11b14b4c-2c4f-49de-8929-4926b6b565d2,5d398ccd-65c5-41fd-be43-75cff44cc60c,DASHER_02575,2022-06-09 06:44:00,2022-06-09,2022-06-01,2022,6,Thursday,35,21.0,-14.0,True,34.89,1.7,delivered,True
c90e512b-9a46-4eb9-9708-fc6241e50497,5bb9c93a-9812-4406-b344-50656fe14af5,DASHER_00626,2023-10-14 16:47:00,2023-10-14,2023-10-01,2023,16,Saturday,34,54.0,20.0,False,22.2,3.17,delivered,True
9f5729fe-2c01-4226-bf7b-230feb682a3a,b1d30481-faed-42a5-967f-741c22e03a08,DASHER_04187,2023-09-20 16:27:00,2023-09-20,2023-09-01,2023,16,Wednesday,43,37.0,-6.0,True,28.34,6.03,delivered,True
ffcffa2c-588b-4735-8d4c-db3dee6e022f,ea31c191-14c0-4467-8c07-f48236f18437,DASHER_00129,2024-04-22 14:41:00,2024-04-22,2024-04-01,2024,14,Monday,35,49.0,14.0,False,8.0,6.17,delivered,True
e6c48b31-a296-4b3a-9666-0b27835bc674,b8548863-aaf9-4e15-89a2-7f88a0c42b08,DASHER_00555,2022-09-30 13:21:00,2022-09-30,2022-09-01,2022,13,Friday,45,,,,27.03,2.62,cancelled,True
7152901f-0e35-41a3-ae3a-46c4686832ca,2c36338c-58f6-4d55-9b3e-5b16c9028c29,DASHER_00142,2023-04-20 00:11:00,2023-04-20,2023-04-01,2023,0,Thursday,39,33.0,-6.0,True,24.17,3.2,delivered,True
c2f6bc38-98c0-4ebd-af97-d8a98d22532e,194a06ef-3e4f-4502-85b0-ae765533aad9,DASHER_00448,2024-09-12 19:39:00,2024-09-12,2024-09-01,2024,19,Thursday,30,29.0,-1.0,True,22.1,1.61,delivered,True
f1de9027-49ca-4b2c-8c1c-a5d4572bb8e8,1563e5fc-342a-4b9b-b43d-1a6dafe192ec,DASHER_04839,2024-03-06 13:19:00,2024-03-06,2024-03-01,2024,13,Wednesday,39,26.0,-13.0,True,30.09,6.86,delivered,True
daf5b111-0e9c-42f9-9f23-a78ca8b8ab3d,044514f5-edb7-4ae4-8c09-f3d6bc986d99,DASHER_02477,2023-06-03 15:47:00,2023-06-03,2023-06-01,2023,15,Saturday,30,30.0,0.0,True,29.01,3.28,delivered,True
276b57d3-9420-4687-ae9b-f2025baddce6,4b6ff088-0d1b-42b7-9955-1b9401cc3717,DASHER_01850,2023-06-22 11:01:00,2023-06-22,2023-06-01,2023,11,Thursday,34,51.0,17.0,False,17.93,6.47,delivered,True
356e563f-b462-4202-afa6-359af8206ab2,b0fe070f-91d6-4e65-b0a1-018c0830ad5c,DASHER_03328,2024-09-11 18:53:00,2024-09-11,2024-09-01,2024,18,Wednesday,32,35.0,3.0,True,8.0,7.04,delivered,True
cfadbb46-3eac-4ba0-86e2-14a6d1b54385,97fafae4-9a85-42ce-a2c3-16a17ddb99a5,DASHER_01539,2024-09-08 12:13:00,2024-09-08,2024-09-01,2024,12,Sunday,44,50.0,6.0,False,33.93,1.05,delivered,True
f81ffb63-dfb2-4d53-9e06-6697432a1b50,5c48c9f0-00b2-4827-a304-2a43104237c0,DASHER_04378,2023-12-29 17:12:00,2023-12-29,2023-12-01,2023,17,Friday,32,60.0,28.0,False,34.0,7.65,delivered,True
eb993748-bcd4-41e6-90f1-9505baeda477,7a1f1470-e03a-49e0-b9d6-14c2d47a2f6e,DASHER_02685,2024-12-15 20:23:00,2024-12-15,2024-12-01,2024,20,Sunday,28,17.0,-11.0,True,10.93,3.4,delivered,True
ef8c2d0c-d783-4580-bf49-cb64f7e8d8d0,49f41eac-97cc-4967-8673-3aa31e2cfc99,DASHER_01399,2022-04-29 20:33:00,2022-04-29,2022-04-01,2022,20,Friday,29,52.0,23.0,False,47.25,3.62,delivered,True
c21cd7c3-6374-4adf-aa01-d9589486c446,c41599e1-d4d3-4755-beca-39ae02ee6620,DASHER_01456,2024-01-10 20:53:00,2024-01-10,2024-01-01,2024,20,Wednesday,33,51.0,18.0,False,8.93,2.5,delivered,True
7e7bf50b-4c10-4c49-858d-29788dc20a95,991ae128-c5ba-4256-9ee1-09e8e2629b74,DASHER_00751,2023-02-25 22:06:00,2023-02-25,2023-02-01,2023,22,Saturday,29,24.0,-5.0,True,8.0,1.28,delivered,True
9810d5dd-1a3f-4925-9535-3bc3cd1264c5,61ff00fa-12e9-4f41-9c3d-15ff16dc5266,DASHER_01041,2022-04-24 23:34:00,2022-04-24,2022-04-01,2022,23,Sunday,31,39.0,8.0,False,33.11,5.92,delivered,True
a0f7d147-c8b0-4ef5-b616-f98bf047d400,c90e0001-dec8-4c3a-baf7-0a7824246891,DASHER_01983,2022-12-21 12:10:00,2022-12-21,2022-12-01,2022,12,Wednesday,43,52.0,9.0,False,57.29,6.87,delivered,True
4fc23f77-61d8-4360-9d12-b0884247b942,ffd216cb-0413-4779-a2c4-8aa74e39ec4e,DASHER_00713,2022-07-28 09:32:00,2022-07-28,2022-07-01,2022,9,Thursday,32,27.0,-5.0,True,44.09,3.06,delivered,True
7f9c40ae-2b59-4deb-8f14-e96025b2b150,5d846ec2-9a70-4311-9a25-6cc976593af0,DASHER_00442,2024-04-02 07:15:00,2024-04-02,2024-04-01,2024,7,Tuesday,49,61.0,12.0,False,41.1,1.26,delivered,True
a606250e-d411-422a-b1d5-5a9e6c7a165c,a75e2d77-f5a9-4ebb-a017-a1d1675389a0,DASHER_00817,2022-05-01 20:18:00,2022-05-01,2022-05-01,2022,20,Sunday,32,44.0,12.0,False,29.54,7.25,delivered,True
8673370c-b612-4f01-891b-adeb92b5f4cb,44134217-4d9a-4a8d-983c-83b996a6889a,DASHER_03540,2024-04-14 13:35:00,2024-04-14,2024-04-01,2024,13,Sunday,30,49.0,19.0,False,30.63,3.27,delivered,True
42e60816-dbcf-41a8-a7e0-3111fa6f6d83,1d8cea2a-2740-4ffc-a448-fa0114935103,DASHER_03330,2023-09-14 08:35:00,2023-09-14,2023-09-01,2023,8,Thursday,49,49.0,0.0,True,18.95,7.56,delivered,True
5cee1318-0eb6-417f-9ee0-ded0568cc393,caf83720-9dd4-43c0-9906-b3f5254898c1,DASHER_00843,2023-07-01 13:03:00,2023-07-01,2023-07-01,2023,13,Saturday,24,33.0,9.0,False,68.14,7.41,delivered,True
22dac71d-1a0a-4531-adcc-3b54eee448d9,55f1bf6b-991c-46d0-802f-5be749f4f705,DASHER_04312,2024-02-23 23:24:00,2024-02-23,2024-02-01,2024,23,Friday,38,37.0,-1.0,True,22.33,5.45,delivered,True
6d62e23c-079b-4a6f-bf28-e1c908d68839,a0483908-25a0-4bd2-9a0d-e81a36848b38,DASHER_04124,2022-11-24 19:08:00,2022-11-24,2022-11-01,2022,19,Thursday,36,31.0,-5.0,True,36.17,1.58,delivered,True
807573ec-656d-48a8-aaea-6d80a7cc243d,90fad54d-5356-4748-a873-66024d5fd74f,DASHER_04656,2024-10-19 13:40:00,2024-10-19,2024-10-01,2024,13,Saturday,32,18.0,-14.0,True,41.05,6.44,delivered,True
ee213210-0dc5-47e5-bc56-9a3467bac78b,4b8d4948-c14d-4911-be86-42b214d345d5,DASHER_00707,2022-10-27 03:12:00,2022-10-27,2022-10-01,2022,3,Thursday,28,18.0,-10.0,True,28.44,4.97,delivered,True
477f5dbd-a675-4bc3-b8d6-a5557f1f42d8,2a22618f-75d0-4c90-b41b-3ad2148cdaa0,DASHER_01060,2022-10-12 19:40:00,2022-10-12,2022-10-01,2022,19,Wednesday,33,15.0,-18.0,True,8.0,6.31,delivered,True
c9c292d4-9369-434d-92d4-63db28ddfde3,944cdb17-4eac-4012-bdeb-53d374834d1b,DASHER_03795,2024-07-22 04:12:00,2024-07-22,2024-07-01,2024,4,Monday,36,38.0,2.0,True,38.6,3.37,delivered,True
